Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 1.65 hectares.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-44FS/D
Fee Simple - Developed, being the Parcel shown as C-44FS/D on the Reference Plan of Mayo, dated February 19, 1993, being the land described in Reservation 105M12-0000-00011 comprising Lots 22, 23 and 24, Block 4, Townsite of Mayo, Plan 17544 CLSR, 21592 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february land described reservation comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.09 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-45FS/D
Fee Simple - Developed, being the Parcel shown as C-45FS/D on the Reference Plan of Mayo, dated February 19, 1993, being Reservation 105M12-0000-00014 comprising Lot 37, Block 23 and a portion of Application 12557 comprising Lot 38, Block 23, Townsite of Mayo, Plan 67556 CLSR, 62158 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february reservation comprising lot block portion application comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.120 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-46FS/D
Fee Simple - Developed, being the Parcel shown as C-46FS/D on the Reference Plan of Mayo, dated February 19, 1993, being a portion of the land described in Application 12557 comprising Lots 40, 41 and 42, Block 23, Townsite of Mayo, Plan 67556 CLSR, 62158 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february portion land described application comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.22 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-47B/D
Category B - Developed, being the Parcel shown as C-47B/D on the Reference Plan of Mayo, dated February 19, 1993, being the land described in Reservation 105M12-0000-00023 comprising Lot 93, Group 1004, Plan 43249 CLSR, 22645 LTO,",appendex settlement land description settlement land description nacho nyak dun cbd category b developed parcel shown cbd reference plan mayo dated february land described reservation comprising lot group plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.85 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-48B
Category B, being the Parcel shown as C-48B on Territorial Resource Base Map 105 M/12, dated February 19, 1993,",appendex settlement land description settlement land description nacho nyak dun cb category b parcel shown cb territorial resource base map dated february
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"subject to the following Special Condition:
- Airport Zoning Controls shall apply,",appendex settlement land description settlement land description nacho nyak dun subject following special condition airport zoning control shall apply
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 31.50 hectares.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-49FS/D
Fee Simple - Developed, being the Parcel shown as C-49FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 1, 2, 3, 4, 5 and 6, Block 5, Townsite of Mayo, Plan 17544 CLSR, 21592 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"provided that:
- no later than the Effective Date of this Agreement, the First Nation of Nacho Nyak Dun and Canada shall enter into a written agreement for the purchase by the First Nation of Nacho Nyak Dun of the duplex located on the Parcel, failing which the land shall not become Settlement Land,",appendex settlement land description settlement land description nacho nyak dun provided later effective date agreement nacho nyak dun canada shall enter written agreement purchase nacho nyak dun duplex located parcel failing land shall become settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.17 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-50FS/D
Fee Simple - Developed, being the Parcel shown as C-50FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 26 and 27, Block 5, Townsite of Mayo, Plan 17544 CLSR, 21592 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"provided that:
- no later than the Effective Date of this Agreement, the First Nation of Nacho Nyak Dun and Canada shall enter into a written agreement for the purchase by the First Nation of Nacho Nyak Dun of the three bay garage located on the Parcel, failing which the land shall not become Settlement Land,",appendex settlement land description settlement land description nacho nyak dun provided later effective date agreement nacho nyak dun canada shall enter written agreement purchase nacho nyak dun three bay garage located parcel failing land shall become settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.06 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-51FS
Fee Simple, being the Parcel shown as C-51FS on the Reference Plan of Mayo, dated February 19, 1993, comprising Lot 36, Group 1004, Plan 19560 CLSR, 20940 LTO,",appendex settlement land description settlement land description nacho nyak dun cf fee simple parcel shown cf reference plan mayo dated february comprising lot group plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.809 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-52FS/D
Fee Simple - Developed, being the Parcel shown as C-52FS/D on Territorial Resource Base Map 105 M/12, dated February 19, 1993, comprising Lot 76, Group 1004, Plan 40871 CLSR, 19401 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd territorial resource base map dated february comprising lot group plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"subject to:
- Lease 421,",appendex settlement land description settlement land description nacho nyak dun subject lease
